date,device,clicks,impressions,ctr,position
2026-03-05,DESKTOP,1,418,0.0023923444976076554,42.54545454545455
2026-03-06,DESKTOP,1,449,0.0022271714922048997,40.645879732739424
2026-03-11,DESKTOP,1,322,0.003105590062111801,44.661490683229815
2026-03-15,DESKTOP,1,280,0.0035714285714285713,34.18571428571428
2026-03-21,DESKTOP,1,250,0.004,31.36
2026-03-23,DESKTOP,1,228,0.0043859649122807015,36.23245614035088
2026-03-24,DESKTOP,1,239,0.0041841004184100415,37.31799163179916
2026-03-24,MOBILE,1,16,0.0625,38.0625
2026-03-25,MOBILE,1,9,0.1111111111111111,57.666666666666664
2026-03-27,MOBILE,1,38,0.02631578947368421,44.526315789473685
2026-04-04,DESKTOP,1,218,0.0045871559633027525,39.71559633027523
2026-04-12,DESKTOP,1,250,0.004,43.204
2026-04-13,MOBILE,1,19,0.05263157894736842,40.10526315789474
2026-04-18,DESKTOP,1,226,0.004424778761061947,45.21238938053097
2026-04-21,DESKTOP,1,256,0.00390625,41.50390625
2026-04-22,DESKTOP,1,201,0.004975124378109453,41.08955223880597
2026-04-23,DESKTOP,1,278,0.0035971223021582736,42.65467625899281
2026-04-28,DESKTOP,1,200,0.005,45.025
2026-05-01,MOBILE,1,9,0.1111111111111111,22.444444444444443
2026-05-03,DESKTOP,1,176,0.005681818181818182,51.13636363636363
2026-05-05,DESKTOP,1,165,0.006060606060606061,49.99393939393939
2026-05-05,MOBILE,1,6,0.16666666666666666,14.166666666666666
2026-05-09,DESKTOP,1,184,0.005434782608695652,47.14673913043478
2026-05-14,DESKTOP,1,263,0.0038022813688212928,45.64638783269962
2026-05-15,DESKTOP,1,355,0.0028169014084507044,36.16056338028169
2026-05-21,MOBILE,1,5,0.2,37.8
2026-05-26,DESKTOP,1,332,0.0030120481927710845,42.61746987951807
2026-05-27,MOBILE,1,8,0.125,27.875
2026-05-29,DESKTOP,1,304,0.003289473684210526,46.661184210526315
2026-06-03,DESKTOP,1,239,0.0041841004184100415,45.06276150627615
2026-06-06,MOBILE,1,6,0.16666666666666666,25.0
2026-06-12,MOBILE,1,26,0.038461538461538464,33.38461538461539
2026-06-19,MOBILE,1,29,0.034482758620689655,37.206896551724135
2026-06-20,MOBILE,1,10,0.1,44.5
2026-06-21,MOBILE,1,27,0.037037037037037035,65.37037037037037
2026-06-23,DESKTOP,1,290,0.0034482758620689655,46.58275862068965
2026-06-24,DESKTOP,1,250,0.004,47.392
2026-06-27,MOBILE,1,11,0.09090909090909091,50.27272727272727
2026-06-29,MOBILE,1,27,0.037037037037037035,40.44444444444444
2026-06-30,MOBILE,1,36,0.027777777777777776,50.69444444444444
2026-07-05,DESKTOP,1,337,0.002967359050445104,52.37685459940653
2026-07-06,MOBILE,1,15,0.06666666666666667,47.46666666666667
2026-07-10,MOBILE,1,11,0.09090909090909091,20.363636363636363
2026-07-12,MOBILE,1,21,0.047619047619047616,44.904761904761905
2026-07-14,DESKTOP,1,311,0.003215434083601286,47.668810289389064
2026-07-15,DESKTOP,1,262,0.003816793893129771,48.24045801526717
2026-07-17,DESKTOP,1,189,0.005291005291005291,39.51322751322751
2026-07-20,MOBILE,1,31,0.03225806451612903,26.516129032258064
2026-07-21,MOBILE,1,26,0.038461538461538464,46.84615384615385
2026-08-06,MOBILE,1,1,1.0,2.0
2026-08-09,MOBILE,1,6,0.16666666666666666,64.5
2026-08-15,MOBILE,1,2,0.5,1.0
2026-08-20,MOBILE,1,12,0.08333333333333333,47.916666666666664
2026-08-21,MOBILE,1,15,0.06666666666666667,40.6
2026-08-23,MOBILE,1,20,0.05,51.55
2026-08-24,DESKTOP,1,290,0.0034482758620689655,48.02413793103448
2026-08-25,DESKTOP,1,320,0.003125,51.775
2026-08-26,MOBILE,1,9,0.1111111111111111,61.888888888888886
2025-05-04,DESKTOP,0,450,0.0,74.08666666666667
2025-05-05,DESKTOP,0,381,0.0,72.30708661417323
2025-05-11,DESKTOP,0,443,0.0,69.43115124153499
2025-05-13,DESKTOP,0,287,0.0,67.01742160278745
2025-05-13,MOBILE,0,52,0.0,57.69230769230769
2025-05-14,DESKTOP,0,287,0.0,66.20557491289199
2025-05-14,MOBILE,0,54,0.0,64.35185185185185
2025-05-16,DESKTOP,0,442,0.0,72.25565610859728
2025-05-17,DESKTOP,0,376,0.0,76.36968085106383
2025-05-18,DESKTOP,0,477,0.0,72.94758909853249
2025-05-18,TABLET,0,1,0.0,9.0
2025-05-19,DESKTOP,0,543,0.0,72.23388581952118
2025-05-20,DESKTOP,0,451,0.0,72.26385809312639
2025-05-21,DESKTOP,0,372,0.0,73.4247311827957
2025-05-22,DESKTOP,0,372,0.0,76.54569892473118
2025-05-22,MOBILE,0,71,0.0,72.69014084507042
2025-05-23,MOBILE,0,55,0.0,65.43636363636364
2025-05-24,DESKTOP,0,310,0.0,75.47741935483872
2025-05-24,MOBILE,0,61,0.0,75.45901639344262
2025-05-25,DESKTOP,0,374,0.0,74.1096256684492
2025-05-25,MOBILE,0,39,0.0,62.15384615384615
2025-05-27,DESKTOP,0,308,0.0,71.83766233766234
2025-05-27,MOBILE,0,60,0.0,73.91666666666667
2025-05-28,DESKTOP,0,333,0.0,69.94294294294295
2025-05-28,MOBILE,0,58,0.0,74.60344827586206
2025-05-30,DESKTOP,0,431,0.0,67.51276102088167
2025-05-30,MOBILE,0,64,0.0,62.25
2025-05-31,DESKTOP,0,454,0.0,74.27092511013215
2025-05-31,MOBILE,0,89,0.0,76.75280898876404
2025-06-02,DESKTOP,0,663,0.0,69.68476621417798
2025-06-03,DESKTOP,0,563,0.0,66.46891651865009
2025-06-04,DESKTOP,0,462,0.0,72.71645021645021
2025-06-05,DESKTOP,0,490,0.0,71.42244897959183
2025-06-06,DESKTOP,0,449,0.0,72.5456570155902
2025-06-06,TABLET,0,1,0.0,87.0
2025-06-07,DESKTOP,0,402,0.0,74.8407960199005
2025-06-08,DESKTOP,0,447,0.0,70.0738255033557
2025-06-11,DESKTOP,0,327,0.0,65.21406727828746
2025-06-11,TABLET,0,1,0.0,88.0
2025-06-12,DESKTOP,0,218,0.0,67.05045871559633
2025-06-13,MOBILE,0,42,0.0,51.666666666666664
2025-06-14,DESKTOP,0,190,0.0,65.72105263157894
2025-06-14,MOBILE,0,21,0.0,59.285714285714285
2025-06-15,DESKTOP,0,283,0.0,67.59363957597174
2025-06-16,DESKTOP,0,285,0.0,66.32280701754387
2025-06-16,MOBILE,0,47,0.0,64.29787234042553
2025-06-17,DESKTOP,0,228,0.0,67.09649122807018
2025-06-17,MOBILE,0,25,0.0,55.2
2025-06-19,DESKTOP,0,272,0.0,69.23529411764706
2025-06-19,MOBILE,0,35,0.0,66.25714285714285
2025-06-20,DESKTOP,0,352,0.0,62.40340909090909
2025-06-21,DESKTOP,0,304,0.0,63.901315789473685
2025-06-23,MOBILE,0,32,0.0,48.8125
2025-06-24,DESKTOP,0,270,0.0,59.37407407407407
2025-06-24,MOBILE,0,29,0.0,70.48275862068965
2025-06-25,DESKTOP,0,227,0.0,64.75770925110132
2025-06-26,DESKTOP,0,245,0.0,60.72244897959184
2025-06-26,MOBILE,0,24,0.0,49.791666666666664
2025-06-27,DESKTOP,0,253,0.0,57.28853754940712
2025-06-27,MOBILE,0,44,0.0,68.18181818181819
2025-06-28,DESKTOP,0,250,0.0,62.452
2025-06-29,MOBILE,0,33,0.0,59.42424242424242
2025-06-30,DESKTOP,0,301,0.0,59.51495016611295
2025-06-30,MOBILE,0,46,0.0,67.97826086956522
2025-07-01,DESKTOP,0,261,0.0,58.36015325670498
2025-07-01,MOBILE,0,28,0.0,46.07142857142857
2025-07-02,DESKTOP,0,342,0.0,58.78654970760234
2025-07-02,MOBILE,0,27,0.0,64.74074074074073
2025-07-03,DESKTOP,0,290,0.0,60.40689655172414
2025-07-03,MOBILE,0,39,0.0,65.15384615384616
2025-07-04,DESKTOP,0,358,0.0,60.273743016759774
2025-07-04,MOBILE,0,49,0.0,63.53061224489796
2025-07-05,DESKTOP,0,300,0.0,60.623333333333335
2025-07-05,MOBILE,0,28,0.0,65.92857142857143
2025-07-06,DESKTOP,0,349,0.0,56.74498567335244
2025-07-06,MOBILE,0,25,0.0,59.76
2025-07-07,DESKTOP,0,381,0.0,69.59055118110236
2025-07-07,MOBILE,0,101,0.0,66.76237623762377
2025-07-08,MOBILE,0,56,0.0,59.17857142857143
2025-07-09,DESKTOP,0,357,0.0,63.938375350140056
2025-07-09,MOBILE,0,42,0.0,57.69047619047619
2025-07-10,MOBILE,0,110,0.0,75.01818181818182
2025-07-11,DESKTOP,0,409,0.0,63.49144254278728
2025-07-12,DESKTOP,0,456,0.0,61.94517543859649
2025-07-12,MOBILE,0,60,0.0,57.016666666666666
2025-07-13,DESKTOP,0,416,0.0,68.88701923076923
2025-07-13,MOBILE,0,50,0.0,62.28
2025-07-14,DESKTOP,0,336,0.0,64.81547619047619
2025-07-14,MOBILE,0,62,0.0,58.983870967741936
2025-07-15,DESKTOP,0,393,0.0,62.48091603053435
2025-07-16,MOBILE,0,41,0.0,54.170731707317074
2025-07-17,DESKTOP,0,298,0.0,59.99664429530201
2025-07-18,DESKTOP,0,332,0.0,63.66265060240964
2025-07-18,MOBILE,0,57,0.0,53.280701754385966
2025-07-19,DESKTOP,0,354,0.0,60.29661016949152
2025-07-19,MOBILE,0,57,0.0,49.29824561403509
2025-07-21,DESKTOP,0,357,0.0,61.97478991596638
2025-07-21,MOBILE,0,69,0.0,57.68115942028985
2025-07-23,DESKTOP,0,421,0.0,67.49406175771972
2025-07-24,DESKTOP,0,339,0.0,65.00589970501476
2025-07-24,MOBILE,0,85,0.0,64.41176470588235
2025-07-25,DESKTOP,0,298,0.0,60.95302013422819
2025-07-25,MOBILE,0,74,0.0,55.391891891891895
2025-07-26,DESKTOP,0,324,0.0,61.30246913580247
2025-07-28,MOBILE,0,93,0.0,71.46236559139786
2025-07-29,DESKTOP,0,284,0.0,60.65492957746479
2025-07-30,DESKTOP,0,254,0.0,63.06299212598425
2025-07-30,MOBILE,0,101,0.0,72.23762376237623
2025-07-31,MOBILE,0,109,0.0,64.75229357798165
2025-08-01,DESKTOP,0,313,0.0,64.16613418530352
2025-08-01,MOBILE,0,52,0.0,57.46153846153846
2025-08-02,DESKTOP,0,319,0.0,66.86833855799372
2025-08-03,DESKTOP,0,324,0.0,66.22839506172839
2025-08-03,MOBILE,0,49,0.0,64.9591836734694
2025-08-04,DESKTOP,0,348,0.0,64.05172413793103
2025-08-04,MOBILE,0,76,0.0,74.97368421052632
2025-08-05,DESKTOP,0,308,0.0,63.92857142857143
2025-08-05,MOBILE,0,64,0.0,55.25
2025-08-06,DESKTOP,0,270,0.0,60.574074074074076
2025-08-06,MOBILE,0,45,0.0,64.02222222222223
2025-08-07,DESKTOP,0,261,0.0,65.47892720306514
2025-08-07,MOBILE,0,43,0.0,71.88372093023256
2025-08-08,DESKTOP,0,305,0.0,61.58360655737705
2025-08-08,MOBILE,0,53,0.0,55.77358490566038
2025-08-09,DESKTOP,0,288,0.0,60.5
2025-08-09,MOBILE,0,50,0.0,61.7
2025-08-10,DESKTOP,0,338,0.0,65.32840236686391
2025-08-11,MOBILE,0,78,0.0,60.14102564102564
2025-08-11,TABLET,0,1,0.0,101.0
2025-08-12,DESKTOP,0,333,0.0,64.65765765765767
2025-08-12,MOBILE,0,47,0.0,61.638297872340424
2025-08-13,MOBILE,0,39,0.0,56.717948717948715
2025-08-14,DESKTOP,0,300,0.0,62.93
2025-08-14,MOBILE,0,60,0.0,63.016666666666666
2025-08-15,DESKTOP,0,339,0.0,61.94395280235988
2025-08-15,MOBILE,0,54,0.0,50.648148148148145
2025-08-16,DESKTOP,0,363,0.0,65.87878787878788
2025-08-16,MOBILE,0,33,0.0,73.0909090909091
2025-08-17,DESKTOP,0,312,0.0,62.625
2025-08-17,MOBILE,0,51,0.0,61.01960784313726
2025-08-18,DESKTOP,0,409,0.0,65.32518337408312
2025-08-18,MOBILE,0,87,0.0,62.03448275862069
2025-08-19,DESKTOP,0,322,0.0,64.5527950310559
2025-08-19,MOBILE,0,67,0.0,60.76119402985075
2025-08-20,DESKTOP,0,354,0.0,68.37005649717514
2025-08-20,MOBILE,0,32,0.0,71.25
2025-08-21,DESKTOP,0,395,0.0,65.2506329113924
2025-08-21,MOBILE,0,44,0.0,66.11363636363636
2025-08-22,DESKTOP,0,378,0.0,62.03174603174603
2025-08-22,MOBILE,0,50,0.0,55.66
2025-08-23,DESKTOP,0,343,0.0,62.3469387755102
2025-08-23,MOBILE,0,35,0.0,63.97142857142857
2025-08-24,DESKTOP,0,352,0.0,63.00284090909091
2025-08-24,MOBILE,0,49,0.0,59.89795918367347
2025-08-25,DESKTOP,0,482,0.0,64.97302904564316
2025-08-25,MOBILE,0,86,0.0,61.7093023255814
2025-08-25,TABLET,0,1,0.0,57.0
2025-08-26,MOBILE,0,64,0.0,65.890625
2025-08-27,MOBILE,0,45,0.0,61.68888888888889
2025-08-28,DESKTOP,0,424,0.0,58.04481132075472
2025-08-28,MOBILE,0,51,0.0,54.98039215686274
2025-08-29,DESKTOP,0,384,0.0,60.7421875
2025-08-29,MOBILE,0,66,0.0,67.45454545454545
2025-08-30,DESKTOP,0,323,0.0,62.88235294117647
2025-08-30,MOBILE,0,47,0.0,64.59574468085106
2025-08-31,DESKTOP,0,425,0.0,63.57411764705882
2025-08-31,MOBILE,0,52,0.0,67.03846153846153
2025-09-01,DESKTOP,0,391,0.0,61.925831202046034
2025-09-01,MOBILE,0,87,0.0,60.93103448275862
2025-09-02,MOBILE,0,73,0.0,64.3972602739726
2025-09-02,TABLET,0,1,0.0,87.0
2025-09-03,DESKTOP,0,354,0.0,59.99152542372882
2025-09-03,MOBILE,0,54,0.0,70.5
2025-09-04,MOBILE,0,45,0.0,66.93333333333334
2025-09-05,DESKTOP,0,333,0.0,61.95795795795796
2025-09-05,MOBILE,0,44,0.0,57.0
2025-09-05,TABLET,0,1,0.0,75.0
2025-09-06,DESKTOP,0,317,0.0,62.38485804416404
2025-09-06,MOBILE,0,47,0.0,73.55319148936171
2025-09-07,DESKTOP,0,358,0.0,65.11173184357541
2025-09-07,MOBILE,0,60,0.0,68.35
2025-09-07,TABLET,0,1,0.0,101.0
2025-09-08,MOBILE,0,74,0.0,63.608108108108105
2025-09-09,MOBILE,0,73,0.0,66.57534246575342
2025-09-10,DESKTOP,0,314,0.0,59.16242038216561
2025-09-10,MOBILE,0,41,0.0,72.34146341463415
2025-09-11,DESKTOP,0,328,0.0,58.01829268292683
2025-09-11,MOBILE,0,45,0.0,65.5111111111111
2025-09-12,DESKTOP,0,210,0.0,50.285714285714285
2025-09-12,MOBILE,0,17,0.0,34.0
2025-09-13,MOBILE,0,12,0.0,50.416666666666664
2025-09-14,DESKTOP,0,83,0.0,48.18072289156626
2025-09-14,MOBILE,0,24,0.0,35.666666666666664
2025-09-15,DESKTOP,0,101,0.0,48.64356435643565
2025-09-16,DESKTOP,0,95,0.0,70.76842105263158
2025-09-17,DESKTOP,0,118,0.0,42.45762711864407
2025-09-17,MOBILE,0,6,0.0,24.5
2025-09-18,DESKTOP,0,138,0.0,65.69565217391305
2025-09-18,MOBILE,0,17,0.0,37.23529411764706
2025-09-19,DESKTOP,0,125,0.0,40.64
2025-09-19,MOBILE,0,19,0.0,12.421052631578947
2025-09-20,DESKTOP,0,149,0.0,40.46308724832215
2025-09-21,DESKTOP,0,103,0.0,48.77669902912621
2025-09-21,MOBILE,0,5,0.0,40.4
2025-09-22,DESKTOP,0,74,0.0,34.87837837837838
